sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00172,2024-04-07 12:27:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,fcc535d2cd655625e8835c6f4a092573,罗家花园,金帝服装厂,罗家花园北侧路口约206米,206,159,37,小雨,16.0,13.8,6,8,0,图书馆文化区,文教热点,0.351,换乘规划,0.87,0.543,0.69,0.742,强提醒,避让/错峰,请帮我判断下，现在从罗家花园北侧路口约206米去金帝服装厂，推荐按原计划等车还是换个方案？,"您好！从罗家花园北侧路口约206米前往金帝服装厂，距离上车点罗家花园约206米，走过去很近。

目前204路的车厢拥挤度在 87% 左右，道路拥堵指数 54%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00173,2024-04-07 20:02:00,14cb7122f64146b02a21c2c791af904d,102路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,泽胜温泉城（西门）,泽胜温泉城对面天桥下约382米,382,33,9,小雨,14.1,8.5,16,20,1,实验中学考点周边,高峰集散,0.647,景区避堵,0.701,0.852,0.663,0.522,强提醒,避让/错峰,结合现在的天气和附近客流，从泽胜温泉城对面天桥下约382米去泽胜温泉城（西门）怎么走最稳妥？,"您好！从泽胜温泉城对面天桥下约382米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 70% 左右，道路拥堵指数 85%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00174,2024-04-07 07:45:00,2784f60394214283364aa4321717a939,104路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,高山湾枢纽站,杨柳站东侧约509米,509,65,20,小雨,32.0,8.3,14,14,1,宏声桥商圈,商圈客流,0.424,换乘规划,0.868,0.806,0.731,0.364,强提醒,避让/错峰,外面天气感觉一般，我从杨柳站东侧约509米出发去高山湾枢纽站，帮我看看路况和车上挤不挤。,"您好！从杨柳站东侧约509米前往高山湾枢纽站，当前外面是小雨，距离杨柳站站还有509米步行路程，请务必备好雨具注意安全。

目前104路的车厢拥挤度在 87% 左右，道路拥堵指数 81%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00175,2024-04-07 11:10:00,c2b333726a91ce0fb6190c8e428177d5,101路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,三机关,杨树新村菜市场公交港湾约218米,218,161,54,大雪,21.3,21.8,17,19,1,江东滨江带,滨江休闲,0.296,景区避堵,0.918,0.912,0.878,0.728,强提醒,避让/错峰,外面天气感觉一般，我从杨树新村菜市场公交港湾约218米出发去三机关，帮我看看路况和车上挤不挤。,"您好！从杨树新村菜市场公交港湾约218米前往三机关，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 92% 左右，道路拥堵指数 91%。受路况影响，预计当前发车间隔较长（约 21.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00176,2024-04-07 12:04:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,人武部,火炬广场对面天桥下约84米,84,39,18,晴,12.4,11.3,16,22,1,白鹤梁,文化景区,0.782,晚高峰回家,0.575,0.695,0.571,0.895,推荐,立即前往,我现在在火炬广场对面天桥下约84米，要去人武部，走过去坐105路合适吗？,"您好！从火炬广场对面天桥下约84米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 57% 左右，道路拥堵指数 70%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：目前该线路运行通畅，车内座位充足。建议您直接前往站点候车，这是当下最高效的出行选择。"
TA00177,2024-04-07 12:24:00,d288657336e08c8f69db3df62d8f24c1,107B路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,行政服务中心,图书馆对面天桥下约353米,353,31,10,多云,22.8,8.6,7,9,1,图书馆文化区,文教热点,0.932,雨天出行,0.641,0.615,0.562,0.559,普通,常态候车,结合现在的天气和附近客流，从图书馆对面天桥下约353米去行政服务中心怎么走最稳妥？,"您好！从图书馆对面天桥下约353米前往行政服务中心，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 64% 左右，道路拥堵指数 62%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00178,2024-04-07 18:26:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,城六校（乌江校区）,浪琴屿北侧路口约331米,331,63,13,小雨,25.7,9.0,8,8,1,白鹤梁,文化景区,0.523,景区避堵,0.82,0.888,0.736,0.586,强提醒,避让/错峰,我刚到浪琴屿北侧路口约331米附近，准备回城六校（乌江校区），坐204路的话要等很久吗？,"您好！从浪琴屿北侧路口约331米前往城六校（乌江校区），目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 82% 左右，道路拥堵指数 89%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00179,2024-04-07 19:26:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,电信局,南门山（重百）商圈附近约613米,613,17,6,阴,16.0,11.0,12,14,1,江东滨江带,滨江休闲,0.564,景区避堵,0.802,0.677,0.677,0.234,普通,常态候车,请帮我判断下，现在从南门山（重百）商圈附近约613米去电信局，推荐按原计划等车还是换个方案？,"您好！从南门山（重百）商圈附近约613米前往电信局，目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 80% 左右，道路拥堵指数 68%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00180,2024-04-07 11:10:00,c2b333726a91ce0fb6190c8e428177d5,101路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,大华公寓,杨树新村菜市场东侧约69米,69,161,54,大雪,21.3,21.8,17,19,1,人武部换乘口,换乘热点,0.225,换乘规划,0.918,0.906,0.876,0.914,强提醒,避让/错峰,请帮我判断下，现在从杨树新村菜市场东侧约69米去大华公寓，推荐按原计划等车还是换个方案？,"您好！从杨树新村菜市场东侧约69米前往大华公寓，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 92% 左右，道路拥堵指数 91%。受路况影响，预计当前发车间隔较长（约 21.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00181,2024-04-07 22:45:00,c2b333726a91ce0fb6190c8e428177d5,101路,72e69340d0d9f8445501e2557deceaf6,党校,十五中,党校北侧路口约742米,742,38,18,晴,14.8,11.9,14,19,1,宏声桥商圈,商圈客流,0.26,景区避堵,0.62,0.667,0.589,0.1,普通,常态候车,我刚到党校北侧路口约742米附近，准备回十五中，坐101路的话要等很久吗？,"您好！从党校北侧路口约742米前往十五中，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 62% 左右，道路拥堵指数 67%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00182,2024-04-07 17:03:00,0579abf0fa4403b90a190dbaea38636c,127路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,江东花苑,桥南第一村商圈附近约400米,400,43,14,阴,12.5,9.5,15,19,1,高笋塘步行区,商圈客流,0.364,通勤出行,0.838,0.624,0.67,0.5,普通,常态候车,结合现在的天气和附近客流，从桥南第一村商圈附近约400米去江东花苑怎么走最稳妥？,"您好！从桥南第一村商圈附近约400米前往江东花苑，目前正值高峰时段，周边道路和客流压力较大。

目前127路的车厢拥挤度在 84% 左右，道路拥堵指数 62%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00183,2024-04-07 18:11:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,fab859ef347c3152b7c1b1c576d51220,人武部,群安路口,人武部对面天桥下约575米,575,58,21,小雨,6.2,8.4,14,14,1,宏声桥商圈,商圈客流,0.321,景区避堵,0.919,0.838,0.767,0.281,强提醒,避让/错峰,请帮我判断下，现在从人武部对面天桥下约575米去群安路口，推荐按原计划等车还是换个方案？,"您好！从人武部对面天桥下约575米前往群安路口，当前外面是小雨，距离人武部站还有575米步行路程，请务必备好雨具注意安全。

目前108路的车厢拥挤度在 92% 左右，道路拥堵指数 84%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00184,2024-04-07 23:28:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,中天广场,行政服务中心对面天桥下约273米,273,57,21,阴,22.4,10.3,22,22,1,宏声桥商圈,商圈客流,0.943,晚高峰回家,0.99,0.721,0.78,0.659,强提醒,避让/错峰,结合现在的天气和附近客流，从行政服务中心对面天桥下约273米去中天广场怎么走最稳妥？,"您好！从行政服务中心对面天桥下约273米前往中天广场，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 99% 左右，道路拥堵指数 72%。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00185,2024-04-07 13:25:00,0579abf0fa4403b90a190dbaea38636c,127路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,人民医院,客运中心商圈附近约392米,392,74,25,晴,34.3,8.7,19,19,1,白鹤梁,文化景区,0.661,景区避堵,0.804,0.754,0.686,0.51,普通,常态候车,结合现在的天气和附近客流，从客运中心商圈附近约392米去人民医院怎么走最稳妥？,"您好！从客运中心商圈附近约392米前往人民医院，目前正值高峰时段，周边道路和客流压力较大。

目前127路的车厢拥挤度在 80% 左右，道路拥堵指数 75%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00186,2024-04-07 07:49:00,2784f60394214283364aa4321717a939,104路,fe24e7558457ffb3668f9b88e6746382,奥体中心,电信局,奥体中心商圈附近约294米,294,46,15,阴,30.2,8.3,10,14,1,江东滨江带,滨江休闲,0.879,景区避堵,0.763,0.844,0.69,0.633,普通,常态候车,结合现在的天气和附近客流，从奥体中心商圈附近约294米去电信局怎么走最稳妥？,"您好！从奥体中心商圈附近约294米前往电信局，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 76% 左右，道路拥堵指数 84%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00187,2024-04-07 23:36:00,21c4fd80af0c3078a9bd828c0a66a048,202路,c32bcb4645490e5d7200359302437cd3,实验中学,客运中心,实验中学北侧路口约89米,89,62,16,小雨,15.2,11.3,14,19,1,白鹤梁,文化景区,0.865,景区避堵,0.739,0.692,0.652,0.889,普通,常态候车,外面天气感觉一般，我从实验中学北侧路口约89米出发去客运中心，帮我看看路况和车上挤不挤。,"您好！从实验中学北侧路口约89米前往客运中心，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 74% 左右，道路拥堵指数 69%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00188,2024-04-07 06:09:00,d288657336e08c8f69db3df62d8f24c1,107B路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,泽胜温泉城（西门）,中天广场公交港湾约761米,761,183,87,大雪,7.6,21.7,8,9,1,图书馆文化区,文教热点,0.927,通勤出行,0.982,0.986,0.932,0.1,强提醒,避让/错峰,我刚到中天广场公交港湾约761米附近，准备回泽胜温泉城（西门），坐107B路的话要等很久吗？,"您好！从中天广场公交港湾约761米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 98% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 21.7 分钟）。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00189,2024-04-07 23:53:00,c2b333726a91ce0fb6190c8e428177d5,101路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,图书馆,行政服务中心对面天桥下约95米,95,30,18,阴,33.7,10.8,14,19,1,图书馆文化区,文教热点,0.758,雨天出行,0.709,0.777,0.659,0.881,普通,常态候车,结合现在的天气和附近客流，从行政服务中心对面天桥下约95米去图书馆怎么走最稳妥？,"您好！从行政服务中心对面天桥下约95米前往图书馆，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 71% 左右，道路拥堵指数 78%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
